BN,ventBN,BS,IEnd,BE,I:E ratio,iTime,eTime,inst_RR,tvi,tve,tve:tvi ratio,maxF,minF,maxP,PIP,Maw,PEEP,ipAUC,epAUC, ,BS.1,x01,tvi1,tve1,x02,tvi2,tve2,x0_index,abs_time_at_BS,abs_time_at_x0,abs_time_at_BE,rel_time_at_BS,rel_time_at_x0,rel_time_at_BE,vc,pc,prvc,ps,cpap_sbt,other_mode
1339,11578,3970.6,3971.52,3973.62,0.433962264151,0.92,2.12,19.7368421053,348.338611111,344.356111111,0.988567158871,48.28,-73.69,26.62,26.62,24.0189130435,7.786,21.7583666667,18.1232, ,3970.6,3971.52,348.338611111,344.913333333,3971.52,348.338611111,344.913333333,46,2016-06-18 03-26-43.208385,2016-06-18 03-26-44.128385,2016-06-18 03-26-46.228385,3970.6,3971.52,3973.62,0,1,0,0,0,0
1340,11579,3973.64,3974.52,3976.36,0.47311827957,0.88,1.86,21.897810219,330.278888889,318.281111111,0.963673797565,47.22,-74.75,26.74,26.74,23.9204545455,7.734,20.7109666667,16.7219333333, ,3973.64,3974.52,330.278888889,322.369166667,3974.52,330.278888889,322.369166667,44,2016-06-18 03-26-46.248385,2016-06-18 03-26-47.128385,2016-06-18 03-26-48.968385,3973.64,3974.52,3976.36,0,1,0,0,0,0
1341,11580,3976.38,3977.3,3979.1,0.505494505495,0.92,1.82,21.897810219,312.336111111,310.171111111,0.993068364742,47.13,-73.21,26.56,26.56,24.0039130435,7.736,21.7474,15.6814, ,3976.38,3977.3,312.336111111,311.4575,3977.3,312.336111111,311.4575,46,2016-06-18 03-26-48.988385,2016-06-18 03-26-49.908385,2016-06-18 03-26-51.708385,3976.38,3977.3,3979.1,0,1,0,0,0,0
1342,11581,3979.12,3979.98,3982.44,0.346774193548,0.86,2.48,17.9640718563,320.955555556,322.266944444,1.00408588936,47.43,-75.93,26.62,26.62,23.8444186047,7.732,20.1740666667,22.0039833333, ,3979.12,3979.98,320.955555556,326.096666667,3979.94,320.853333333,325.942222222,43,2016-06-18 03-26-51.728385,2016-06-18 03-26-52.588385,2016-06-18 03-26-55.048385,3979.12,3979.98,3982.44,0,1,0,0,0,0
1343,11582,3982.46,3983.38,3985.98,0.351145038168,0.92,2.62,16.9491525424,310.155555556,296.821111111,0.957007236512,48.03,-73.96,26.64,26.64,23.9665217391,7.826,21.7131166667,22.0501333333, ,3982.46,3983.38,310.155555556,298.161666667,3983.38,310.155555556,298.161666667,46,2016-06-18 03-26-55.068385,2016-06-18 03-26-55.988385,2016-06-18 03-26-58.588385,3982.46,3983.38,3985.98,0,1,0,0,0,0
1344,11583,3986.0,3986.92,3988.96,0.446601941748,0.92,2.06,20.1342281879,295.142777778,317.825555556,1.07685357558,51.2,-72.67,26.95,26.95,24.0060869565,7.792,21.7480666667,17.6004666667, ,3986.0,3986.92,295.142777778,319.793888889,3986.92,295.142777778,319.793888889,46,2016-06-18 03-26-58.608385,2016-06-18 03-26-59.528385,2016-06-18 03-27-01.568385,3986.0,3986.92,3988.96,0,1,0,0,0,0
1345,11584,3988.98,3989.9,3991.92,0.450980392157,0.92,2.04,20.2702702703,327.632777778,317.545277778,0.969210956033,45.74,-73.87,26.59,26.59,23.9660869565,7.646,21.7104833333,17.4230666667, ,3988.98,3989.9,327.632777778,318.11,3989.9,327.632777778,318.11,46,2016-06-18 03-27-01.588385,2016-06-18 03-27-02.508385,2016-06-18 03-27-04.528385,3988.98,3989.9,3991.92,0,1,0,0,0,0
1346,11585,3991.94,3992.84,3994.68,0.483870967742,0.9,1.86,21.7391304348,317.262222222,324.662222222,1.02332455452,47.88,-75.67,26.53,26.53,23.8986666667,7.684,21.1666,16.3612, ,3991.94,3992.84,317.262222222,324.549722222,3992.84,317.262222222,324.549722222,45,2016-06-18 03-27-04.548385,2016-06-18 03-27-05.448385,2016-06-18 03-27-07.288385,3991.94,3992.84,3994.68,0,1,0,0,0,0
1347,11586,3994.7,3995.52,3997.8,0.35652173913,0.82,2.3,19.2307692308,324.066666667,341.56,1.05398066242,51.49,-75.23,26.62,26.62,23.7307317073,7.642,19.1162,21.3358666667, ,3994.7,3995.52,324.066666667,339.792222222,3995.52,324.066666667,339.792222222,41,2016-06-18 03-27-07.308385,2016-06-18 03-27-08.128385,2016-06-18 03-27-10.408385,3994.7,3995.52,3997.8,0,1,0,0,0,0
1348,11587,3997.82,3998.74,4000.74,0.455445544554,0.92,2.02,20.4081632653,322.3,309.225555556,0.959433929741,47.88,-73.75,26.71,26.71,23.9604347826,7.728,21.7072833333,17.2548, ,3997.82,3998.74,322.3,311.133333333,3998.74,322.3,311.133333333,46,2016-06-18 03-27-10.428385,2016-06-18 03-27-11.348385,2016-06-18 03-27-13.348385,3997.82,3998.74,4000.74,0,1,0,0,0,0
1349,11588,4000.76,4001.58,4003.64,0.394230769231,0.82,2.08,20.6896551724,318.614444444,336.477777778,1.05606567324,46.01,-75.98,26.62,26.62,23.6885365854,7.716,19.0790666667,19.5843333333, ,4000.76,4001.58,318.614444444,339.936666667,4001.58,318.614444444,339.936666667,41,2016-06-18 03-27-13.368385,2016-06-18 03-27-14.188385,2016-06-18 03-27-16.248385,4000.76,4001.58,4003.64,0,1,0,0,0,0
1350,11589,4003.66,4004.58,4006.64,0.442307692308,0.92,2.08,20.0,329.961111111,317.252777778,0.961485360228,47.51,-74.46,26.65,26.65,24.0104347826,7.802,21.7515833333,17.7505833333, ,4003.66,4004.58,329.961111111,317.987777778,4004.58,329.961111111,317.987777778,46,2016-06-18 03-27-16.268385,2016-06-18 03-27-17.188385,2016-06-18 03-27-19.248385,4003.66,4004.58,4006.64,0,1,0,0,0,0
1351,11590,4006.66,4007.48,4009.74,0.359649122807,0.82,2.28,19.3548387097,307.378888889,324.551666667,1.05586843599,48.58,-75.63,26.64,26.64,23.7034146341,7.78,19.0977333333,21.14475, ,4006.66,4007.48,307.378888889,328.146666667,4007.48,307.378888889,328.146666667,41,2016-06-18 03-27-19.268385,2016-06-18 03-27-20.088385,2016-06-18 03-27-22.348385,4006.66,4007.48,4009.74,0,1,0,0,0,0
1352,11591,4009.76,4010.68,4012.72,0.446601941748,0.92,2.06,20.1342281879,306.599722222,308.991111111,1.0077997099,46.14,-71.95,26.75,26.75,23.9734782609,7.796,21.7173333333,17.5695333333, ,4009.76,4010.68,306.599722222,310.088611111,4010.68,306.599722222,310.088611111,46,2016-06-18 03-27-22.368385,2016-06-18 03-27-23.288385,2016-06-18 03-27-25.328385,4009.76,4010.68,4012.72,0,1,0,0,0,0
1353,11592,4012.74,4013.56,4015.76,0.369369369369,0.82,2.22,19.7368421053,313.908888889,326.468888889,1.04001160988,48.25,-74.71,26.66,26.66,23.7414634146,7.74,19.128,20.6474666667, ,4012.74,4013.56,313.908888889,325.565833333,4013.56,313.908888889,325.565833333,41,2016-06-18 03-27-25.348385,2016-06-18 03-27-26.168385,2016-06-18 03-27-28.368385,4012.74,4013.56,4015.76,0,1,0,0,0,0
1354,11593,4015.78,4016.7,4018.82,0.429906542056,0.92,2.14,19.6078431373,311.588055556,311.171111111,0.998661872825,46.42,-73.79,26.54,26.54,23.982173913,7.762,21.72645,18.1986666667, ,4015.78,4016.7,311.588055556,312.868055556,4016.7,311.588055556,312.868055556,46,2016-06-18 03-27-28.388385,2016-06-18 03-27-29.308385,2016-06-18 03-27-31.428385,4015.78,4016.7,4018.82,0,1,0,0,0,0
1355,11594,4018.84,4019.76,4021.78,0.450980392157,0.92,2.04,20.2702702703,323.880833333,322.86,0.996848120579,47.18,-75.15,26.66,26.66,24.0043478261,7.8,21.7476833333,17.43795, ,4018.84,4019.76,323.880833333,323.154444444,4019.76,323.880833333,323.154444444,46,2016-06-18 03-27-31.448385,2016-06-18 03-27-32.368385,2016-06-18 03-27-34.388385,4018.84,4019.76,4021.78,0,1,0,0,0,0
1356,11595,4021.8,4022.72,4024.72,0.455445544554,0.92,2.02,20.4081632653,322.153888889,315.564444444,0.97954566227,47.57,-71.92,26.64,26.64,23.9860869565,7.73,21.7298166667,17.2739333333, ,4021.8,4022.72,322.153888889,316.906666667,4022.72,322.153888889,316.906666667,46,2016-06-18 03-27-34.408385,2016-06-18 03-27-35.328385,2016-06-18 03-27-37.328385,4021.8,4022.72,4024.72,0,1,0,0,0,0
1357,11596,4024.74,4025.56,4028.02,0.33064516129,0.82,2.48,18.1818181818,326.376666667,323.392222222,0.990855827793,49.54,-75.81,26.68,26.68,23.7614634146,7.53,19.1422666667,22.7130833333, ,4024.74,4025.56,326.376666667,326.883333333,4025.56,326.376666667,326.883333333,41,2016-06-18 03-27-37.348385,2016-06-18 03-27-38.168385,2016-06-18 03-27-40.628385,4024.74,4025.56,4028.02,0,1,0,0,0,0
1358,11597,4028.04,4028.88,4031.2,0.358974358974,0.84,2.34,18.8679245283,310.984166667,310.421111111,0.998189439798,49.25,-74.41,26.63,26.63,23.7645238095,7.784,19.6234,21.2089333333, ,4028.04,4028.88,310.984166667,314.582222222,4028.88,310.984166667,314.582222222,42,2016-06-18 03-27-40.648385,2016-06-18 03-27-41.488385,2016-06-18 03-27-43.808385,4028.04,4028.88,4031.2,0,1,0,0,0,0
1359,11598,4031.22,4032.06,4034.54,0.336,0.84,2.5,17.9640718563,313.627777778,321.816666667,1.02611021558,47.56,-73.8,26.67,26.67,23.8176190476,7.428,19.66755,22.4483333333, ,4031.22,4032.06,313.627777778,325.590555556,4032.06,313.627777778,325.590555556,42,2016-06-18 03-27-43.828385,2016-06-18 03-27-44.668385,2016-06-18 03-27-47.148385,4031.22,4032.06,4034.54,0,1,0,0,0,0
1360,11599,4034.56,4035.48,4037.44,0.464646464646,0.92,1.98,20.6896551724,316.101944444,305.472222222,0.966372487076,52.0,-73.9,26.72,26.72,23.9736956522,7.638,21.7234666667,16.9218666667, ,4034.56,4035.48,316.101944444,307.340555556,4035.4,316.193055556,314.761388889,46,2016-06-18 03-27-47.168385,2016-06-18 03-27-48.088385,2016-06-18 03-27-50.048385,4034.56,4035.48,4037.44,0,1,0,0,0,0
1361,11600,4037.46,4038.28,4040.78,0.325396825397,0.82,2.52,17.9640718563,320.915555556,322.151944444,1.0038526923,48.02,-74.57,26.69,26.69,23.7224390244,7.778,19.1102666667,23.0647666667, ,4037.46,4038.28,320.915555556,324.412222222,4038.28,320.915555556,324.412222222,41,2016-06-18 03-27-50.068385,2016-06-18 03-27-50.888385,2016-06-18 03-27-53.388385,4037.46,4038.28,4040.78,0,1,0,0,0,0
1362,11601,4040.8,4041.6,4044.14,0.3125,0.8,2.56,17.8571428571,312.649444444,317.092222222,1.01421009331,50.01,-72.22,26.75,26.75,23.6625,7.63,18.5894166667,23.6891333333, ,4040.8,4041.6,312.649444444,315.176666667,4041.6,312.649444444,315.176666667,40,2016-06-18 03-27-53.408385,2016-06-18 03-27-54.208385,2016-06-18 03-27-56.748385,4040.8,4041.6,4044.14,0,1,0,0,0,0
1363,11602,4044.16,4044.92,4047.42,0.301587301587,0.76,2.52,18.2926829268,306.843888889,316.271388889,1.03072409242,50.59,-70.66,26.94,26.94,23.5660526316,7.772,17.5740166667,24.0934666667, ,4044.16,4044.92,306.843888889,314.288888889,4044.92,306.843888889,314.288888889,38,2016-06-18 03-27-56.768385,2016-06-18 03-27-57.528385,2016-06-18 03-28-00.028385,4044.16,4044.92,4047.42,0,1,0,0,0,0
1364,11603,4047.44,4048.22,4050.7,0.312,0.78,2.5,18.2926829268,316.613333333,318.283333333,1.00527457256,51.09,-72.86,26.86,26.86,23.6138461538,7.638,18.0772,23.5339333333, ,4047.44,4048.22,316.613333333,316.290833333,4048.22,316.613333333,316.290833333,39,2016-06-18 03-28-00.048385,2016-06-18 03-28-00.828385,2016-06-18 03-28-03.308385,4047.44,4048.22,4050.7,0,1,0,0,0,0
1365,11604,4050.72,4051.64,4053.72,0.438095238095,0.92,2.1,19.8675496689,307.946111111,319.692222222,1.03814339811,51.0,-73.81,26.75,26.75,23.9532608696,7.708,21.7004666667,17.9151333333, ,4050.72,4051.64,307.946111111,321.051111111,4051.64,307.946111111,321.051111111,46,2016-06-18 03-28-03.328385,2016-06-18 03-28-04.248385,2016-06-18 03-28-06.328385,4050.72,4051.64,4053.72,0,1,0,0,0,0
1366,11605,4053.74,4054.66,4056.86,0.414414414414,0.92,2.22,19.1082802548,339.956111111,318.433333333,0.93668953999,47.04,-74.63,26.73,26.73,23.9965217391,7.814,21.7378,18.8427333333, ,4053.74,4054.66,339.956111111,319.587222222,4054.66,339.956111111,319.587222222,46,2016-06-18 03-28-06.348385,2016-06-18 03-28-07.268385,2016-06-18 03-28-09.468385,4053.74,4054.66,4056.86,0,1,0,0,0,0
1367,11606,4056.88,4057.8,4059.72,0.474226804124,0.92,1.94,20.979020979,304.148611111,312.782222222,1.02838615991,49.36,-71.32,26.81,26.81,23.9843478261,7.544,21.7286333333,16.5936666667, ,4056.88,4057.8,304.148611111,315.299166667,4057.66,303.715555556,325.972222222,46,2016-06-18 03-28-09.488385,2016-06-18 03-28-10.408385,2016-06-18 03-28-12.328385,4056.88,4057.8,4059.72,0,1,0,0,0,0
1368,11607,4059.74,4060.6,4062.76,0.394495412844,0.86,2.18,19.7368421053,326.918888889,317.452222222,0.971042766299,50.48,-74.27,26.63,26.63,23.8553488372,7.726,20.178,19.5714, ,4059.74,4060.6,326.918888889,316.488333333,4060.6,326.918888889,316.488333333,43,2016-06-18 03-28-12.348385,2016-06-18 03-28-13.208385,2016-06-18 03-28-15.368385,4059.74,4060.6,4062.76,0,1,0,0,0,0
1369,11608,4062.78,4063.56,4066.04,0.312,0.78,2.5,18.2926829268,307.521111111,335.637777778,1.09143003732,52.27,-75.54,26.75,26.75,23.6346153846,7.62,18.0926,23.5728, ,4062.78,4063.56,307.521111111,334.098055556,4063.56,307.521111111,334.098055556,39,2016-06-18 03-28-15.388385,2016-06-18 03-28-16.168385,2016-06-18 03-28-18.648385,4062.78,4063.56,4066.04,0,1,0,0,0,0
1370,11609,4066.06,4066.88,4069.38,0.325396825397,0.82,2.52,17.9640718563,321.22,325.536944444,1.01343921438,49.86,-74.84,26.74,26.74,23.7395121951,7.72,19.1255333333,23.0204166667, ,4066.06,4066.88,321.22,329.141111111,4066.88,321.22,329.141111111,41,2016-06-18 03-28-18.668385,2016-06-18 03-28-19.488385,2016-06-18 03-28-21.988385,4066.06,4066.88,4069.38,0,1,0,0,0,0
1371,11610,4069.4,4070.2,4072.54,0.338983050847,0.8,2.36,18.9873417722,307.256388889,307.0275,0.999255055722,51.51,-74.57,26.84,26.84,23.675,7.944,18.6009666667,22.0999833333, ,4069.4,4070.2,307.256388889,304.718888889,4070.2,307.256388889,304.718888889,40,2016-06-18 03-28-22.008385,2016-06-18 03-28-22.808385,2016-06-18 03-28-25.148385,4069.4,4070.2,4072.54,0,1,0,0,0,0
1372,11611,4072.56,4073.48,4076.84,0.272189349112,0.92,3.38,13.9534883721,294.675833333,282.048888889,0.957149711595,47.62,-72.86,26.77,26.77,23.9908695652,8.096,21.7336166667,28.1019333333, ,4072.56,4073.48,294.675833333,281.603333333,4073.48,294.675833333,281.603333333,46,2016-06-18 03-28-25.168385,2016-06-18 03-28-26.088385,2016-06-18 03-28-29.448385,4072.56,4073.48,4076.84,0,1,0,0,0,0
1373,11612,4076.86,4077.78,4081.14,0.272189349112,0.92,3.38,13.9534883721,249.206111111,267.385555556,1.07294943275,34.99,-71.65,26.33,26.33,23.9147826087,7.982,21.65985,28.0772, ,4076.86,4077.78,249.206111111,267.355555556,4077.78,249.206111111,267.355555556,46,2016-06-18 03-28-29.468385,2016-06-18 03-28-30.388385,2016-06-18 03-28-33.748385,4076.86,4077.78,4081.14,0,1,0,0,0,0
1374,11613,4081.16,4082.08,4085.18,0.294871794872,0.92,3.12,14.8514851485,301.634444444,287.795,0.954118487794,36.02,-69.51,26.34,26.34,23.9093478261,7.744,21.6545,25.8820333333, ,4081.16,4082.08,301.634444444,287.706666667,4082.08,301.634444444,287.706666667,46,2016-06-18 03-28-33.768385,2016-06-18 03-28-34.688385,2016-06-18 03-28-37.788385,4081.16,4082.08,4085.18,0,1,0,0,0,0
1375,11614,4085.2,4086.12,4088.2,0.438095238095,0.92,2.1,19.8675496689,299.203611111,309.407777778,1.0341044235,49.63,-71.63,26.83,26.83,23.9910869565,7.78,21.7341833333,17.9171333333, ,4085.2,4086.12,299.203611111,310.346666667,4086.12,299.203611111,310.346666667,46,2016-06-18 03-28-37.808385,2016-06-18 03-28-38.728385,2016-06-18 03-28-40.808385,4085.2,4086.12,4088.2,0,1,0,0,0,0
1376,11615,4088.22,4089.14,4091.46,0.393162393162,0.92,2.34,18.4049079755,343.157777778,336.542222222,0.980721533988,43.92,-71.55,26.51,26.51,23.9480434783,7.612,21.6939,19.7613333333, ,4088.22,4089.14,343.157777778,338.256111111,4089.14,343.157777778,338.256111111,46,2016-06-18 03-28-40.828385,2016-06-18 03-28-41.748385,2016-06-18 03-28-44.068385,4088.22,4089.14,4091.46,0,1,0,0,0,0
1377,11616,4091.48,4092.28,4094.7,0.327868852459,0.8,2.44,18.5185185185,320.782222222,325.368333333,1.01429664986,51.29,-74.67,26.9,26.9,23.71125,7.58,18.6291166667,22.7477666667, ,4091.48,4092.28,320.782222222,324.092222222,4092.28,320.782222222,324.092222222,40,2016-06-18 03-28-44.088385,2016-06-18 03-28-44.888385,2016-06-18 03-28-47.308385,4091.48,4092.28,4094.7,0,1,0,0,0,0
1378,11617,4094.72,4095.56,4098.06,0.333333333333,0.84,2.52,17.8571428571,319.019166667,319.6875,1.00209496295,49.39,-74.72,26.74,26.74,23.8002380952,7.596,19.65695,22.5972833333, ,4094.72,4095.56,319.019166667,318.025555556,4095.56,319.019166667,318.025555556,42,2016-06-18 03-28-47.328385,2016-06-18 03-28-48.168385,2016-06-18 03-28-50.668385,4094.72,4095.56,4098.06,0,1,0,0,0,0
1379,11618,4098.08,4098.92,4100.9,0.42,0.84,2.0,21.1267605634,318.842777778,343.115833333,1.07612860396,48.85,-76.68,26.64,26.64,23.7933333333,7.612,19.6463833333,18.5800666667, ,4098.08,4098.92,318.842777778,341.444444444,4098.92,318.842777778,341.444444444,42,2016-06-18 03-28-50.688385,2016-06-18 03-28-51.528385,2016-06-18 03-28-53.508385,4098.08,4098.92,4100.9,0,1,0,0,0,0
1380,11619,4100.92,4101.84,4103.82,0.46,0.92,2.0,20.5479452055,354.635833333,355.064444444,1.00120859505,50.7,-73.51,26.61,26.61,23.9713043478,7.736,21.7183,17.1698166667, ,4100.92,4101.84,354.635833333,355.733333333,4101.84,354.635833333,355.733333333,46,2016-06-18 03-28-53.528385,2016-06-18 03-28-54.448385,2016-06-18 03-28-56.428385,4100.92,4101.84,4103.82,0,1,0,0,0,0
1381,11620,4103.84,4104.76,4106.54,0.511111111111,0.92,1.8,22.0588235294,345.620833333,332.181388889,0.961115062669,47.69,-77.8,26.56,26.56,23.9826086957,7.666,21.7247833333,15.5220833333, ,4103.84,4104.76,345.620833333,333.308888889,4104.76,345.620833333,333.308888889,46,2016-06-18 03-28-56.448385,2016-06-18 03-28-57.368385,2016-06-18 03-28-59.148385,4103.84,4104.76,4106.54,0,1,0,0,0,0
1382,11621,4106.56,4107.46,4109.3,0.483870967742,0.9,1.86,21.7391304348,337.388888889,345.963333333,1.02541412811,47.55,-75.54,26.67,26.67,23.9351111111,7.754,21.208,16.3806666667, ,4106.56,4107.46,337.388888889,345.226111111,4107.46,337.388888889,345.226111111,45,2016-06-18 03-28-59.168385,2016-06-18 03-29-00.068385,2016-06-18 03-29-01.908385,4106.56,4107.46,4109.3,0,1,0,0,0,0
1383,11622,4109.32,4110.22,4112.12,0.46875,0.9,1.92,21.2765957447,333.31,332.393611111,0.997250640878,48.9,-75.5,26.61,26.61,23.9428888889,7.622,21.2098666667,16.8269833333, ,4109.32,4110.22,333.31,334.845555556,4110.22,333.31,334.845555556,45,2016-06-18 03-29-01.928385,2016-06-18 03-29-02.828385,2016-06-18 03-29-04.728385,4109.32,4110.22,4112.12,0,1,0,0,0,0
1384,11623,4112.14,4112.98,4115.0,0.411764705882,0.84,2.04,20.8333333333,319.469166667,337.356944444,1.05599218843,46.18,-75.58,26.69,26.69,23.7892857143,7.748,19.6451333333,18.89875, ,4112.14,4112.98,319.469166667,335.301111111,4112.98,319.469166667,335.301111111,42,2016-06-18 03-29-04.748385,2016-06-18 03-29-05.588385,2016-06-18 03-29-07.608385,4112.14,4112.98,4115.0,0,1,0,0,0,0
1385,11624,4115.02,4115.84,4117.98,0.37962962963,0.82,2.16,20.1342281879,334.676666667,339.323611111,1.01388487728,48.88,-75.95,26.66,26.66,23.7319512195,7.806,19.1159333333,20.1908833333, ,4115.02,4115.84,334.676666667,343.345555556,4115.84,334.676666667,343.345555556,41,2016-06-18 03-29-07.628385,2016-06-18 03-29-08.448385,2016-06-18 03-29-10.588385,4115.02,4115.84,4117.98,0,1,0,0,0,0
1386,11625,4118.0,4118.92,4120.86,0.469387755102,0.92,1.96,20.8333333333,338.133611111,328.294166667,0.97090072054,48.49,-75.04,26.7,26.7,24.0236956522,7.616,21.7636833333,16.6997833333, ,4118.0,4118.92,338.133611111,329.33,4118.92,338.133611111,329.33,46,2016-06-18 03-29-10.608385,2016-06-18 03-29-11.528385,2016-06-18 03-29-13.468385,4118.0,4118.92,4120.86,0,1,0,0,0,0
1387,11626,4120.88,4121.8,4123.68,0.484210526316,0.92,1.9,21.2765957447,316.8225,327.017777778,1.0321797782,49.99,-74.34,26.62,26.62,23.9506521739,7.782,21.6982333333,16.3350666667, ,4120.88,4121.8,316.8225,328.207222222,4121.72,316.381666667,335.606388889,46,2016-06-18 03-29-13.488385,2016-06-18 03-29-14.408385,2016-06-18 03-29-16.288385,4120.88,4121.8,4123.68,0,1,0,0,0,0
1388,11627,4123.7,4124.6,4126.8,0.405405405405,0.9,2.22,19.2307692308,348.841111111,352.397777778,1.01019566374,48.89,-75.75,26.57,26.57,23.9273333333,7.598,21.194,19.2516666667, ,4123.7,4124.6,348.841111111,352.141944444,4124.6,348.841111111,352.141944444,45,2016-06-18 03-29-16.308385,2016-06-18 03-29-17.208385,2016-06-18 03-29-19.408385,4123.7,4124.6,4126.8,0,1,0,0,0,0
1389,11628,4126.82,4127.66,4130.28,0.318181818182,0.84,2.64,17.2413793103,327.695555556,330.672777778,1.00908532988,48.65,-72.23,26.63,26.63,23.7516666667,7.616,19.6143666667,23.6326666667, ,4126.82,4127.66,327.695555556,329.578888889,4127.66,327.695555556,329.578888889,42,2016-06-18 03-29-19.428385,2016-06-18 03-29-20.268385,2016-06-18 03-29-22.888385,4126.82,4127.66,4130.28,0,1,0,0,0,0
1390,11629,4130.3,4131.14,4133.76,0.318181818182,0.84,2.64,17.2413793103,315.92,305.874166667,0.968201337891,50.14,-73.9,26.74,26.74,23.7671428571,7.854,19.6280833333,23.6970333333, ,4130.3,4131.14,315.92,304.43,4131.14,315.92,304.43,42,2016-06-18 03-29-22.908385,2016-06-18 03-29-23.748385,2016-06-18 03-29-26.368385,4130.3,4131.14,4133.76,0,1,0,0,0,0
1391,11630,4133.78,4134.54,4136.92,0.316666666667,0.76,2.4,18.9873417722,291.550277778,316.522777778,1.0856541801,52.1,-71.11,26.85,26.85,23.5826315789,7.854,17.5834166667,23.1223166667, ,4133.78,4134.54,291.550277778,314.653333333,4134.54,291.550277778,314.653333333,38,2016-06-18 03-29-26.388385,2016-06-18 03-29-27.148385,2016-06-18 03-29-29.528385,4133.78,4134.54,4136.92,0,1,0,0,0,0
1392,11631,4136.94,4137.8,4140.16,0.361344537815,0.86,2.38,18.5185185185,312.557777778,316.551111111,1.01277630447,45.43,-75.71,26.63,26.63,23.8330232558,7.944,20.1536,21.249, ,4136.94,4137.8,312.557777778,315.069166667,4137.8,312.557777778,315.069166667,43,2016-06-18 03-29-29.548385,2016-06-18 03-29-30.408385,2016-06-18 03-29-32.768385,4136.94,4137.8,4140.16,0,1,0,0,0,0
1393,11632,4140.18,4140.98,4143.46,0.32,0.8,2.5,18.1818181818,302.9925,323.135555556,1.06648037676,44.27,-72.45,26.65,26.65,23.6805,7.814,18.6028833333,23.2158666667, ,4140.18,4140.98,302.9925,325.597777778,4140.98,302.9925,325.597777778,40,2016-06-18 03-29-32.788385,2016-06-18 03-29-33.588385,2016-06-18 03-29-36.068385,4140.18,4140.98,4143.46,0,1,0,0,0,0
1394,11633,4143.48,4144.34,4146.56,0.383928571429,0.86,2.24,19.3548387097,328.772222222,351.898888889,1.07034252015,45.91,-74.8,26.6,26.6,23.8174418605,7.71,20.1398,20.1750166667, ,4143.48,4144.34,328.772222222,355.643333333,4144.34,328.772222222,355.643333333,43,2016-06-18 03-29-36.088385,2016-06-18 03-29-36.948385,2016-06-18 03-29-39.168385,4143.48,4144.34,4146.56,0,1,0,0,0,0
1395,11634,4146.58,4147.5,4149.38,0.484210526316,0.92,1.9,21.2765957447,350.330833333,339.235555556,0.96832914285,49.99,-76.18,26.6,26.6,23.977173913,7.698,21.71985,16.3385333333, ,4146.58,4147.5,350.330833333,340.498055556,4147.5,350.330833333,340.498055556,46,2016-06-18 03-29-39.188385,2016-06-18 03-29-40.108385,2016-06-18 03-29-41.988385,4146.58,4147.5,4149.38,0,1,0,0,0,0
1396,11635,4149.4,4150.28,4152.18,0.458333333333,0.88,1.92,21.4285714286,341.754166667,343.457777778,1.00498490224,48.4,-75.76,26.63,26.63,23.8736363636,7.694,20.6696,17.2275166667, ,4149.4,4150.28,341.754166667,341.885555556,4150.28,341.754166667,341.885555556,44,2016-06-18 03-29-42.008385,2016-06-18 03-29-42.888385,2016-06-18 03-29-44.788385,4149.4,4150.28,4152.18,0,1,0,0,0,0
1397,11636,4152.2,4153.12,4154.88,0.516853932584,0.92,1.78,22.2222222222,323.080833333,318.897777778,0.987052603795,47.94,-74.49,26.56,26.56,23.9741304348,7.688,21.7191166667,15.3702666667, ,4152.2,4153.12,323.080833333,319.761666667,4153.1,323.461111111,330.062222222,46,2016-06-18 03-29-44.808385,2016-06-18 03-29-45.728385,2016-06-18 03-29-47.488385,4152.2,4153.12,4154.88,0,1,0,0,0,0
1398,11637,4154.9,4155.74,4157.98,0.371681415929,0.84,2.26,19.3548387097,332.918888889,317.401111111,0.9533887133,48.37,-78.03,26.54,26.54,23.7847619048,7.742,19.6397833333,20.639, ,4154.9,4155.74,332.918888889,320.636666667,4155.74,332.918888889,320.636666667,42,2016-06-18 03-29-47.508385,2016-06-18 03-29-48.348385,2016-06-18 03-29-50.588385,4154.9,4155.74,4157.98,0,1,0,0,0,0
1399,11638,4158.0,4158.92,4161.24,0.393162393162,0.92,2.34,18.4049079755,301.228055556,296.735555556,0.985086050528,44.45,-72.37,26.72,26.72,23.9423913043,7.764,21.68975,19.7991333333, ,4158.0,4158.92,301.228055556,298.030555556,4158.8,300.726111111,304.980555556,46,2016-06-18 03-29-50.608385,2016-06-18 03-29-51.528385,2016-06-18 03-29-53.848385,4158.0,4158.92,4161.24,0,1,0,0,0,0
1400,11639,4161.26,4162.04,4164.12,0.371428571429,0.78,2.1,20.8333333333,299.467777778,331.575555556,1.10721613529,48.53,-71.29,26.78,26.78,23.6369230769,7.738,18.1003333333,20.4104666667, ,4161.26,4162.04,299.467777778,330.363611111,4162.04,299.467777778,330.363611111,39,2016-06-18 03-29-53.868385,2016-06-18 03-29-54.648385,2016-06-18 03-29-56.728385,4161.26,4162.04,4164.12,0,1,0,0,0,0
